,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Value
511,SVN,Slovenia,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,1.9
512,ZAF,South Africa,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,17.9
513,OECD,OECD - Total,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,1.3
514,AUS,Australia,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,1.0
515,AUT,Austria,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,1.5
516,BEL,Belgium,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,2.5
517,CAN,Canada,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,0.6
518,CZE,Czech Republic,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,0.5
519,DNK,Denmark,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,0.7
520,FIN,Finland,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,1.3
521,FRA,France,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,3.0
522,DEU,Germany,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,1.4
523,GRC,Greece,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,8.8
524,HUN,Hungary,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,1.2
525,ISL,Iceland,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,0.8
526,IRL,Ireland,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,1.3
527,ITA,Italy,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,4.4
528,JPN,Japan,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,1.0
529,KOR,Korea,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,0.0
530,LUX,Luxembourg,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,1.6
531,MEX,Mexico,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,0.1
532,NLD,Netherlands,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,0.9
533,NZL,New Zealand,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,0.4
534,NOR,Norway,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,1.0
535,POL,Poland,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,0.6
536,PRT,Portugal,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,2.2
537,SVK,Slovak Republic,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,3.0
538,ESP,Spain,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,4.1
539,SWE,Sweden,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,1.0
540,CHE,Switzerland,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,1.6
541,TUR,Türkiye,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,2.5
542,GBR,United Kingdom,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,1.1
543,USA,United States,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,0.5
544,EST,Estonia,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,1.3
545,ISR,Israel,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,0.2
546,LVA,Latvia,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,2.7
547,RUS,Russia,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,1.1
548,SVN,Slovenia,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,1.5
549,ZAF,South Africa,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,15.7
550,OECD,OECD - Total,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,1.3
551,AUS,Australia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,1.1
552,AUT,Austria,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,1.2
553,BEL,Belgium,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,2.1
554,CAN,Canada,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,0.4
555,CZE,Czech Republic,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,0.6
556,DNK,Denmark,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,1.2
557,FIN,Finland,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,1.1
558,FRA,France,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,2.9
559,DEU,Germany,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,1.0
560,GRC,Greece,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,13.4
561,HUN,Hungary,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,1.1
562,ISL,Iceland,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,0.5
563,IRL,Ireland,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,1.0
564,ITA,Italy,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,5.3
565,JPN,Japan,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,0.5
566,KOR,Korea,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,0.0
567,LUX,Luxembourg,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,1.9
568,MEX,Mexico,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,0.1
569,NLD,Netherlands,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,1.0
570,NZL,New Zealand,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,0.4
571,NOR,Norway,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,0.8
572,POL,Poland,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,0.7
573,PRT,Portugal,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,2.4
574,SVK,Slovak Republic,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,3.0
575,ESP,Spain,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,6.1
576,SWE,Sweden,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,1.0
577,CHE,Switzerland,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,1.8
578,TUR,Türkiye,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,4.9
579,GBR,United Kingdom,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,0.7
580,USA,United States,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,0.4
581,EST,Estonia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,1.0
582,ISR,Israel,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,0.2
583,LVA,Latvia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,1.7
584,RUS,Russia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,1.1
585,SVN,Slovenia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,2.4
586,ZAF,South Africa,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,20.8
587,OECD,OECD - Total,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,1.4
588,AUS,Australia,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,55206.0
589,AUT,Austria,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,53132.0
590,BEL,Belgium,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,54327.0
591,CAN,Canada,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,55342.0
592,CZE,Czech Republic,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,29885.0
593,DNK,Denmark,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,58430.0
594,FIN,Finland,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,46230.0
595,FRA,France,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,45581.0
596,DEU,Germany,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,53745.0
597,GRC,Greece,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,27207.0
598,HUN,Hungary,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,25409.0
599,ISL,Iceland,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,67488.0
600,IRL,Ireland,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,49474.0
601,ITA,Italy,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,37769.0
602,JPN,Japan,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,38515.0
603,KOR,Korea,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,41960.0
604,LUX,Luxembourg,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,65854.0
605,MEX,Mexico,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,16230.0
606,NLD,Netherlands,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,58828.0
607,NZL,New Zealand,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,45269.0
608,NOR,Norway,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,55780.0
609,POL,Poland,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,32527.0
610,PRT,Portugal,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,28410.0
611,SVK,Slovak Republic,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,23619.0
612,ESP,Spain,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,37922.0
613,SWE,Sweden,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,47020.0
614,CHE,Switzerland,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,64824.0
615,GBR,United Kingdom,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,47147.0
616,USA,United States,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,69392.0
617,CHL,Chile,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,26729.0
618,EST,Estonia,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,30720.0
619,ISR,Israel,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,39322.0
620,LVA,Latvia,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,29876.0
621,SVN,Slovenia,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,41445.0
622,OECD,OECD - Total,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,49165.0
623,AUS,Australia,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,93.0
624,AUT,Austria,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,92.0
625,BEL,Belgium,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,90.0
626,CAN,Canada,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,93.0
627,CZE,Czech Republic,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,96.0
628,DNK,Denmark,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,95.0
629,FIN,Finland,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,96.0
630,FRA,France,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,94.0
631,DEU,Germany,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,90.0
632,GRC,Greece,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,78.0
633,HUN,Hungary,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,94.0
634,ISL,Iceland,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,98.0
635,IRL,Ireland,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,96.0
636,ITA,Italy,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,89.0
637,JPN,Japan,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,89.0
638,KOR,Korea,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,80.0
639,LUX,Luxembourg,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,91.0
640,MEX,Mexico,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,77.0
641,NLD,Netherlands,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,94.0
642,NZL,New Zealand,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,95.0
643,NOR,Norway,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,96.0
644,POL,Poland,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,94.0
645,PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,87.0
646,SVK,Slovak Republic,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,95.0
647,ESP,Spain,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,93.0
648,SWE,Sweden,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,94.0
649,CHE,Switzerland,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,94.0
650,TUR,Türkiye,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,85.0
651,GBR,United Kingdom,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,93.0
652,USA,United States,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,94.0
653,BRA,Brazil,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,83.0
654,CHL,Chile,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,88.0
655,EST,Estonia,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,95.0
656,ISR,Israel,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,95.0
657,LVA,Latvia,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,92.0
658,RUS,Russia,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,89.0
659,SVN,Slovenia,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,95.0
660,ZAF,South Africa,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,89.0
661,OECD,OECD - Total,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,91.0
662,AUS,Australia,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,93.0
663,AUT,Austria,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,92.0
664,BEL,Belgium,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,92.0
665,CAN,Canada,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,93.0
666,CZE,Czech Republic,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,95.0
667,DNK,Denmark,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,93.0
668,FIN,Finland,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,94.0
669,FRA,France,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,92.0
670,DEU,Germany,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,91.0
671,GRC,Greece,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,77.0
672,HUN,Hungary,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,92.0
673,ISL,Iceland,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,99.0
674,IRL,Ireland,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,96.0
675,ITA,Italy,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,92.0
676,JPN,Japan,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,84.0
677,KOR,Korea,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,74.0
678,LUX,Luxembourg,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,91.0
679,MEX,Mexico,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,77.0
680,NLD,Netherlands,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,96.0
681,NZL,New Zealand,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,95.0
682,NOR,Norway,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,96.0
683,POL,Poland,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,93.0
684,PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,88.0
685,SVK,Slovak Republic,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,94.0
686,ESP,Spain,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,93.0
687,SWE,Sweden,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,94.0
688,CHE,Switzerland,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,93.0
689,TUR,Türkiye,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,82.0
690,GBR,United Kingdom,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,89.0
691,USA,United States,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,93.0
692,BRA,Brazil,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,86.0
693,CHL,Chile,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,88.0
694,EST,Estonia,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,93.0
695,ISR,Israel,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,95.0
696,LVA,Latvia,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,89.0
697,RUS,Russia,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,88.0
698,SVN,Slovenia,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,95.0
699,ZAF,South Africa,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,89.0
700,OECD,OECD - Total,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,90.0
701,AUS,Australia,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,94.0
702,AUT,Austria,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,93.0
703,BEL,Belgium,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,87.0
704,CAN,Canada,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,93.0
705,CZE,Czech Republic,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,97.0
706,DNK,Denmark,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,97.0
707,FIN,Finland,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,98.0
708,FRA,France,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,96.0
709,DEU,Germany,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,89.0
710,GRC,Greece,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,79.0
711,HUN,Hungary,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,96.0
712,ISL,Iceland,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,98.0
713,IRL,Ireland,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,96.0
714,ITA,Italy,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,86.0
715,JPN,Japan,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,93.0
716,KOR,Korea,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,86.0
717,LUX,Luxembourg,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,91.0
718,MEX,Mexico,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,76.0
719,NLD,Netherlands,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,92.0
720,NZL,New Zealand,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,95.0
721,NOR,Norway,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,96.0
722,POL,Poland,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,95.0
723,PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,86.0
724,SVK,Slovak Republic,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,95.0
725,ESP,Spain,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,94.0
726,SWE,Sweden,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,93.0
727,CHE,Switzerland,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,95.0
728,TUR,Türkiye,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,88.0
729,GBR,United Kingdom,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,96.0
730,USA,United States,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,94.0
731,BRA,Brazil,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,80.0
732,CHL,Chile,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,88.0
733,EST,Estonia,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,97.0
734,ISR,Israel,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,96.0
735,LVA,Latvia,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,94.0
736,RUS,Russia,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,89.0
737,SVN,Slovenia,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,95.0
738,ZAF,South Africa,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,89.0
739,OECD,OECD - Total,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,0,Units,92.0
740,AUS,Australia,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,96.0
741,AUT,Austria,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,96.0
742,BEL,Belgium,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,94.0
743,CAN,Canada,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,94.0
744,CZE,Czech Republic,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,99.0
745,DNK,Denmark,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,95.0
746,FIN,Finland,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,100.0
747,FRA,France,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,97.0
748,DEU,Germany,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,91.0
749,GRC,Greece,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,86.0
750,HUN,Hungary,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,95.0
751,ISL,Iceland,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,99.0
752,IRL,Ireland,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,96.0
753,ITA,Italy,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,90.0
754,JPN,Japan,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,90.0
755,KOR,Korea,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,86.0
756,LUX,Luxembourg,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,Units,92.0
