,Unnamed: 0,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Value
1105,1105,GBR,United Kingdom,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,Units,471.0
1106,1106,USA,United States,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,Units,460.0
1107,1107,BRA,Brazil,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,Units,373.0
1108,1108,CHL,Chile,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,Units,415.0
1109,1109,EST,Estonia,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,Units,497.0
1110,1110,ISR,Israel,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,Units,407.0
1111,1111,LVA,Latvia,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,Units,447.0
1112,1112,RUS,Russia,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,Units,443.0
1113,1113,SVN,Slovenia,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,Units,462.0
1115,1115,AUS,Australia,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,20.0
1116,1116,AUT,Austria,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,17.0
1117,1117,BEL,Belgium,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,19.0
1118,1118,CAN,Canada,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,17.0
1119,1119,CZE,Czech Republic,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,18.0
1120,1120,DNK,Denmark,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,19.0
1121,1121,FIN,Finland,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,20.0
1122,1122,FRA,France,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,17.0
1123,1123,DEU,Germany,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,18.0
1124,1124,GRC,Greece,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,19.0
1125,1125,HUN,Hungary,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,16.0
1126,1126,ISL,Iceland,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,19.0
1127,1127,IRL,Ireland,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,18.0
1128,1128,ITA,Italy,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,17.0
1129,1129,JPN,Japan,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,16.0
1130,1130,KOR,Korea,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,17.0
1131,1131,LUX,Luxembourg,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,15.0
1132,1132,MEX,Mexico,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,15.0
1133,1133,NLD,Netherlands,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,19.0
1134,1134,NZL,New Zealand,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,18.0
1135,1135,NOR,Norway,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,18.0
1136,1136,POL,Poland,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,18.0
1137,1137,PRT,Portugal,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,17.0
1138,1138,SVK,Slovak Republic,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,16.0
1139,1139,ESP,Spain,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,18.0
1140,1140,SWE,Sweden,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,20.0
1141,1141,CHE,Switzerland,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,17.0
1142,1142,TUR,Türkiye,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,19.0
1143,1143,GBR,United Kingdom,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,17.0
1144,1144,USA,United States,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,17.0
1145,1145,BRA,Brazil,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,16.0
1146,1146,CHL,Chile,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,17.0
1147,1147,EST,Estonia,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,18.0
1148,1148,ISR,Israel,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,16.0
1149,1149,LVA,Latvia,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,18.0
1150,1150,RUS,Russia,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,16.0
1151,1151,SVN,Slovenia,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,18.0
1153,1153,AUS,Australia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,20.0
1154,1154,AUT,Austria,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,17.0
1155,1155,BEL,Belgium,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,19.0
1156,1156,CAN,Canada,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,17.0
1157,1157,CZE,Czech Republic,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,17.0
1158,1158,DNK,Denmark,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,19.0
1159,1159,FIN,Finland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,19.0
1160,1160,FRA,France,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,16.0
1161,1161,DEU,Germany,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,18.0
1162,1162,GRC,Greece,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,19.0
1163,1163,HUN,Hungary,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,16.0
1164,1164,ISL,Iceland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,18.0
1165,1165,IRL,Ireland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,18.0
1166,1166,ITA,Italy,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,16.0
1167,1167,JPN,Japan,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,16.0
1168,1168,KOR,Korea,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,18.0
1169,1169,LUX,Luxembourg,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,15.0
1170,1170,MEX,Mexico,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,15.0
1171,1171,NLD,Netherlands,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,19.0
1172,1172,NZL,New Zealand,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,17.0
1173,1173,NOR,Norway,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,18.0
1174,1174,POL,Poland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,17.0
1175,1175,PRT,Portugal,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,17.0
1176,1176,SVK,Slovak Republic,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,15.0
1177,1177,ESP,Spain,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,18.0
1178,1178,SWE,Sweden,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,19.0
1179,1179,CHE,Switzerland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,18.0
1180,1180,TUR,Türkiye,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,19.0
1181,1181,GBR,United Kingdom,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,16.0
1182,1182,USA,United States,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,17.0
1183,1183,BRA,Brazil,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,16.0
1184,1184,CHL,Chile,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,17.0
1185,1185,EST,Estonia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,17.0
1186,1186,ISR,Israel,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,15.0
1187,1187,LVA,Latvia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,18.0
1188,1188,RUS,Russia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,16.0
1189,1189,SVN,Slovenia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,18.0
1191,1191,AUS,Australia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,21.0
1192,1192,AUT,Austria,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,17.0
1193,1193,BEL,Belgium,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,20.0
1194,1194,CAN,Canada,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,17.0
1195,1195,CZE,Czech Republic,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,18.0
1196,1196,DNK,Denmark,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,20.0
1197,1197,FIN,Finland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,20.0
1198,1198,FRA,France,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,17.0
1199,1199,DEU,Germany,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,18.0
1200,1200,GRC,Greece,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,19.0
1201,1201,HUN,Hungary,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,17.0
1202,1202,ISL,Iceland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,20.0
1203,1203,IRL,Ireland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,18.0
1204,1204,ITA,Italy,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,17.0
1205,1205,JPN,Japan,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,16.0
1206,1206,KOR,Korea,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,17.0
1207,1207,LUX,Luxembourg,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,15.0
1208,1208,MEX,Mexico,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,16.0
1209,1209,NLD,Netherlands,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,19.0
1210,1210,NZL,New Zealand,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,18.0
1211,1211,NOR,Norway,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,19.0
1212,1212,POL,Poland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,18.0
1213,1213,PRT,Portugal,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,17.0
1214,1214,SVK,Slovak Republic,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,16.0
1215,1215,ESP,Spain,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,18.0
1216,1216,SWE,Sweden,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,20.0
1217,1217,CHE,Switzerland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,17.0
1218,1218,TUR,Türkiye,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,18.0
1219,1219,GBR,United Kingdom,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,17.0
1220,1220,USA,United States,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,18.0
1221,1221,BRA,Brazil,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,16.0
1222,1222,CHL,Chile,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,18.0
1223,1223,EST,Estonia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,18.0
1224,1224,ISR,Israel,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,16.0
1225,1225,LVA,Latvia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,19.0
1226,1226,RUS,Russia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,17.0
1227,1227,SVN,Slovenia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,19.0
1229,1229,AUS,Australia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,6.7
1230,1230,AUT,Austria,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,12.2
1231,1231,BEL,Belgium,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,12.8
1232,1232,CAN,Canada,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,7.1
1233,1233,CZE,Czech Republic,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,17.0
1234,1234,DNK,Denmark,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,10.0
1235,1235,FIN,Finland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,5.5
1236,1236,FRA,France,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,11.4
1237,1237,DEU,Germany,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,12.0
1238,1238,GRC,Greece,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,14.5
1239,1239,HUN,Hungary,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,16.7
1240,1240,ISL,Iceland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,6.4
1241,1241,IRL,Ireland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,7.8
1242,1242,ITA,Italy,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,15.9
1243,1243,JPN,Japan,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,13.7
1244,1244,KOR,Korea,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,27.3
1245,1245,LUX,Luxembourg,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,10.0
1246,1246,MEX,Mexico,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,20.3
1247,1247,NLD,Netherlands,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,12.2
1248,1248,NZL,New Zealand,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,6.0
1249,1249,NOR,Norway,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,6.7
1250,1250,POL,Poland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,22.8
1251,1251,PRT,Portugal,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,8.3
1252,1252,SVK,Slovak Republic,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,18.5
1253,1253,ESP,Spain,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,10.0
1254,1254,SWE,Sweden,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,5.8
1255,1255,CHE,Switzerland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,10.1
1256,1256,TUR,Türkiye,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,27.1
1257,1257,GBR,United Kingdom,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,10.1
1258,1258,USA,United States,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,7.7
1259,1259,BRA,Brazil,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,11.7
1260,1260,CHL,Chile,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,23.4
1261,1261,EST,Estonia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,5.9
1262,1262,ISR,Israel,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,19.7
1263,1263,LVA,Latvia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,12.7
1264,1264,RUS,Russia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,11.8
1265,1265,SVN,Slovenia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,17.0
1266,1266,ZAF,South Africa,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,28.5
1268,1268,AUS,Australia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,92.0
1269,1269,AUT,Austria,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,92.0
1270,1270,BEL,Belgium,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,79.0
1271,1271,CAN,Canada,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,90.0
1272,1272,CZE,Czech Republic,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,89.0
1273,1273,DNK,Denmark,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,93.0
1274,1274,FIN,Finland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,97.0
1275,1275,FRA,France,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,78.0
1276,1276,DEU,Germany,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,91.0
1277,1277,GRC,Greece,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,67.0
1278,1278,HUN,Hungary,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,81.0
1279,1279,ISL,Iceland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,97.0
1280,1280,IRL,Ireland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,80.0
1281,1281,ITA,Italy,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,77.0
1282,1282,JPN,Japan,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,87.0
1283,1283,KOR,Korea,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,82.0
1284,1284,LUX,Luxembourg,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,85.0
1285,1285,MEX,Mexico,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,75.0
1286,1286,NLD,Netherlands,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,91.0
1287,1287,NZL,New Zealand,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,85.0
1288,1288,NOR,Norway,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,98.0
1289,1289,POL,Poland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,82.0
1290,1290,PRT,Portugal,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,89.0
1291,1291,SVK,Slovak Republic,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,81.0
1292,1292,ESP,Spain,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,76.0
1293,1293,SWE,Sweden,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,97.0
1294,1294,CHE,Switzerland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,96.0
1295,1295,TUR,Türkiye,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,62.0
1296,1296,GBR,United Kingdom,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,82.0
1297,1297,USA,United States,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,88.0
1298,1298,BRA,Brazil,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,70.0
1299,1299,CHL,Chile,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,62.0
1300,1300,EST,Estonia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,86.0
1301,1301,ISR,Israel,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,77.0
1302,1302,LVA,Latvia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,83.0
1303,1303,RUS,Russia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,62.0
1304,1304,SVN,Slovenia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,93.0
1305,1305,ZAF,South Africa,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,72.0
1307,1307,AUS,Australia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,93.0
1308,1308,AUT,Austria,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,91.0
1309,1309,BEL,Belgium,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,81.0
1310,1310,CAN,Canada,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,94.0
1311,1311,CZE,Czech Republic,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,93.0
1312,1312,DNK,Denmark,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,93.0
1313,1313,FIN,Finland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,96.0
1314,1314,FRA,France,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,78.0
1315,1315,DEU,Germany,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,90.0
1316,1316,GRC,Greece,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,69.0
1317,1317,HUN,Hungary,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,83.0
1318,1318,ISL,Iceland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,98.0
1319,1319,IRL,Ireland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,79.0
1320,1320,ITA,Italy,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,73.0
1321,1321,JPN,Japan,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,89.0
1322,1322,KOR,Korea,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,80.0
1323,1323,LUX,Luxembourg,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,85.0
1324,1324,MEX,Mexico,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,78.0
1325,1325,NLD,Netherlands,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,95.0
1326,1326,NZL,New Zealand,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,85.0
1327,1327,NOR,Norway,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,98.0
1328,1328,POL,Poland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,83.0
1329,1329,PRT,Portugal,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,91.0
1330,1330,SVK,Slovak Republic,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,83.0
1331,1331,ESP,Spain,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,75.0
1332,1332,SWE,Sweden,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,98.0
1333,1333,CHE,Switzerland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,96.0
1334,1334,TUR,Türkiye,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,64.0
1335,1335,GBR,United Kingdom,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,80.0
1336,1336,USA,United States,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,90.0
1337,1337,BRA,Brazil,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,70.0
1338,1338,CHL,Chile,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,64.0
1339,1339,EST,Estonia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,86.0
1340,1340,ISR,Israel,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,74.0
1341,1341,LVA,Latvia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,84.0
1342,1342,RUS,Russia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,64.0
1343,1343,SVN,Slovenia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,95.0
1344,1344,ZAF,South Africa,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,71.0
1346,1346,AUS,Australia,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,91.0
1347,1347,AUT,Austria,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,92.0
1348,1348,BEL,Belgium,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,77.0
1349,1349,CAN,Canada,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,87.0
